,Unnamed: 0,year,month,days,hour,minute,second,depth,latitude,longitude,magnitude,station,station_latitude,station_longitude,pga,sa0.01,sa0.02,sa0.03,sa0.05,sa0.07,sa0.1,sa0.15,sa0.2,sa0.25,sa0.3,sa0.4,sa0.5,sa0.75,sa1,sa1.5,sa2,sa3,sa4,sa5,sa7.5,sa10,Vs30,HVSRamp,fpeak,T*,P*,Rock/Soil,event_type,HypDist,RupDist,JBDist,XDist,Azimuth,RupDepth,Strike,Dip,Rake
6605,6605,2016,6,24,21,29,17,113.9,-25.74,-69.33,5.8,A04C,-27.29959297180176,-70.41316223144531,0.0127,0.0127,0.0136,0.0166,0.0225,0.0318,0.0347,0.0312,0.026,0.0146,0.00908,0.0106,0.00652,0.00186,0.000844,0.000358,0.000192,9.08e-05,4.67e-05,3.12e-05,-12300.0,-12300.0,534,3,1.13,-12345,-12345,-12345,Intra,233.42,229.21,189.93,100.35,211.76,128.3,60.0,82.0,156.0
6606,6606,2016,6,24,21,29,17,113.9,-25.74,-69.33,5.8,A16C,-26.24955177307129,-69.62557983398438,0.13,0.13,0.136,0.172,0.281,0.364,0.371,0.232,0.138,0.0783,0.0645,0.0453,0.0223,0.0107,0.00602,0.0023,0.00135,0.00058,0.000294,0.000192,8.6e-05,-12300.0,-12345,-12345,-12345.0,sII,B,Rock,Intra,130.52,138.52,52.21,12.84,207.6,128.3,60.0,82.0,156.0
6607,6607,2016,6,24,21,29,17,113.9,-25.74,-69.33,5.8,A05C,-27.36118507385254,-70.33988189697266,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,632,2,6.30,sIII,C,Soil,Intra,235.29,231.52,192.72,92.21,209.03,128.3,60.0,82.0,156.0
6609,6609,2016,6,24,21,29,17,113.9,-25.74,-69.33,5.8,A06C,-27.34939956665039,-70.34778594970703,0.0106,0.0106,0.0128,0.0231,0.0318,0.0292,0.0271,0.0183,0.0151,0.00871,0.00713,0.00665,0.0036,0.000998,0.000467,0.000218,0.000181,7.64e-05,3.85e-05,2.32e-05,-12300.0,-12300.0,483,2,5.81,-12345,-12345,-12345,Intra,234.64,230.82,191.88,93.09,209.4,128.3,60.0,82.0,156.0
6611,6611,2016,6,24,21,29,17,113.9,-25.74,-69.33,5.8,A28C,-27.4664363861084,-70.265380859375,0.0189,0.0189,0.02,0.0254,0.0416,0.0423,0.0604,0.0437,0.0668,0.0288,0.018,0.0117,0.00518,0.00226,0.000948,0.000365,0.000272,0.000108,6.45e-05,4.95e-05,2.58e-05,-12300.0,522,2,6.90,sIII,B,Soil,Intra,241.33,237.95,200.4,83.93,205.76,128.3,60.0,82.0,156.0
6615,6615,2016,6,1,7,53,7,96.674,-22.68,-68.68,4.5,A20F,-22.45373916625977,-68.91004943847656,0.0119,0.0119,0.0123,0.0166,0.0266,0.0359,0.0369,0.0249,0.0184,0.00612,0.00462,0.00502,0.00535,0.00261,0.0015,0.000539,0.000298,0.000114,5.7e-05,3.43e-05,1.37e-05,7.77e-06,-12345,-12345,-12345.0,sII,C,Soil,Intra,102.63,102.63,34.46,25.56,316.6,96.674,0.0,0.0,-90.0
6618,6618,2016,4,7,7,3,7,104.8651,-20.43,-68.84,4.7,T01A,-20.27290916442871,-70.12229919433594,0.00795,0.00795,0.00859,0.00915,0.0142,0.0148,0.0227,0.0199,0.0193,0.0123,0.00936,0.0102,0.00596,0.00332,0.0011,0.000282,0.000146,6.94e-05,3.37e-05,2.21e-05,-12300.0,-12300.0,339,2,1.38,sIV,A,Soil,Intra,170.95,170.95,135.01,142.48,277.18,104.8651,0.0,0.0,-90.0
6619,6619,2016,4,7,7,3,7,104.8651,-20.43,-68.84,4.7,T13A,-20.49631118774414,-69.33745574951172,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Intra,117.24,117.24,52.42,55.27,261.86,104.8651,0.0,0.0,-90.0
6620,6620,2016,4,7,7,3,7,104.8651,-20.43,-68.84,4.7,T07A,-20.256244659423828,-69.78596496582031,0.00881,0.00882,0.00902,0.00951,0.0115,0.0142,0.0184,0.0337,0.0123,0.0144,0.00892,0.00565,0.00416,0.00109,0.000452,0.000209,0.000117,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,145.34,145.34,100.63,105.11,280.86,104.8651,0.0,0.0,-90.0
6621,6621,2016,4,1,3,13,20,54.2802,-20.33,-69.96,4.6,T01A,-20.272918701171875,-70.12229919433594,0.0452,0.045,0.0597,0.084,0.0979,0.149,0.0946,0.0585,0.0435,0.0316,0.0298,0.0167,0.0101,0.00305,0.0012,0.000452,0.000231,9.93e-05,-12300.0,-12300.0,-12300.0,-12300.0,339,2,1.38,sIV,A,Soil,Intra,57.22,57.22,18.09,18.03,290.42,54.2802,0.0,0.0,-90.0
6622,6622,2016,4,1,3,13,20,54.2802,-20.33,-69.96,4.6,T07A,-20.256271362304688,-69.78595733642578,0.087,0.0871,0.0865,0.0897,0.119,0.155,0.191,0.265,0.18,0.113,0.0794,0.0756,0.0363,0.0105,0.0045,0.00196,0.00111,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,57.82,57.82,19.93,19.34,65.85,54.2802,0.0,0.0,-90.0
6623,6623,2016,4,1,3,13,20,54.2802,-20.33,-69.96,4.6,T13A,-20.496337890625,-69.33747100830078,0.00715,0.00714,0.00808,0.00965,0.015,0.0157,0.0256,0.0153,0.0142,0.00905,0.00748,0.00511,0.00544,0.00163,0.000669,0.000292,0.000134,5.76e-05,-12300.0,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Intra,86.64,86.64,67.53,69.17,105.93,54.2802,0.0,0.0,-90.0
6624,6624,2016,3,31,7,53,28,110.5458,-22.63,-68.73,5.0,A20F,-22.453731536865234,-68.91006469726562,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,113.77,113.77,26.91,20.01,316.47,110.5458,0.0,0.0,-90.0
6625,6625,2016,3,31,7,53,28,110.5458,-22.63,-68.73,5.0,A18F,-22.457090377807617,-68.92938995361328,0.00667,0.00667,0.00821,0.00938,0.0148,0.0173,0.0176,0.0115,0.00988,0.00894,0.00861,0.00641,0.00503,0.00281,0.00218,0.00151,0.000627,0.000183,9.6e-05,5.69e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sV,C,Rock,Intra,114.05,114.05,28.06,22.15,312.99,110.5458,0.0,0.0,-90.0
6627,6627,2016,3,14,15,28,24,103.3501,-20.9,-68.95,4.5,T07A,-20.25626373291016,-69.78597259521484,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,152.83,152.83,112.59,92.88,309.13,103.3501,0.0,0.0,-90.0
6628,6628,2016,3,14,15,28,24,103.3501,-20.9,-68.95,4.5,T01A,-20.27291488647461,-70.1223373413086,0.00686,0.00688,0.00792,0.00934,0.0133,0.0194,0.0188,0.0173,0.0206,0.0115,0.00998,0.00429,0.00312,0.000989,0.000424,0.000157,7.5e-05,3.64e-05,2.06e-05,-12300.0,-12300.0,-12300.0,339,2,1.38,sIV,A,Soil,Intra,174.47,174.47,140.56,130.26,299.39,103.3501,0.0,0.0,-90.0
6632,6632,2016,3,11,7,2,16,91.8,-23.06,-68.71,5.0,A20F,-22.45372200012207,-68.91004180908203,0.0137,0.0138,0.0152,0.0192,0.0311,0.0437,0.0423,0.0223,0.00913,0.00696,0.00599,0.00423,0.00316,0.00172,0.00101,0.000327,0.000155,6.21e-05,3.46e-05,2.15e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,115.57,115.57,70.21,22.23,342.95,91.8,0.0,0.0,-90.0
6633,6633,2016,3,11,7,2,16,91.8,-23.06,-68.71,5.0,A23F,-22.33690071105957,-68.6505126953125,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,B,Soil,Intra,121.97,121.97,80.31,6.61,4.38,91.8,0.0,0.0,-90.0
6634,6634,2016,3,4,18,58,33,20.0,-20.66,-71.02,4.5,T13A,-20.49632453918457,-69.33747100830078,0.006,0.00599,0.00627,0.00673,0.00942,0.0108,0.0174,0.0182,0.0105,0.00688,0.00542,0.00512,0.00549,0.00251,0.0012,0.000486,0.000242,8.82e-05,4.54e-05,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Inter,177.48,177.48,176.35,186.95,84.4,20.0,0.0,0.0,105.0
6635,6635,2016,3,4,18,58,33,20.0,-20.66,-71.02,4.5,T01A,-20.272911071777344,-70.1223373413086,0.00939,0.00936,0.0108,0.0142,0.0203,0.0186,0.0255,0.0245,0.017,0.0137,0.0139,0.0108,0.00625,0.00185,0.000879,0.000335,0.000156,7.08e-05,3.52e-05,-12300.0,-12300.0,-12300.0,339,2,1.38,sIV,A,Soil,Inter,104.92,104.92,103.0,99.74,65.57,20.0,0.0,0.0,105.0
6636,6636,2016,3,4,18,58,33,20.0,-20.66,-71.02,4.5,T07A,-20.25625801086425,-69.78598022460938,0.00815,0.00815,0.00847,0.00931,0.0148,0.0126,0.0217,0.0273,0.0146,0.0103,0.0137,0.0128,0.00816,0.00194,0.00103,0.000397,0.000197,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Inter,137.76,137.76,136.3,137.11,71.07,20.0,0.0,0.0,105.0
6637,6637,2016,3,3,20,21,8,100.8121,-20.31,-69.0,4.5,T07A,-20.25626564025879,-69.78600311279297,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,130.15,130.15,82.32,87.33,274.01,100.8121,0.0,0.0,-90.0
6638,6638,2016,3,3,20,21,8,100.8121,-20.31,-69.0,4.5,T11A,-19.312442779541016,-69.42728424072266,0.00832,0.00832,0.00854,0.00851,0.0117,0.0177,0.0342,0.0175,0.0204,0.019,0.00852,0.00714,0.00274,0.00128,0.000961,0.000227,0.000106,3.93e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sV,B,Soil,Intra,156.08,156.08,119.16,47.48,337.86,100.8121,0.0,0.0,-90.0
6639,6639,2016,3,3,20,21,8,100.8121,-20.31,-69.0,4.5,T13A,-20.49633026123047,-69.33747100830078,0.00737,0.00737,0.00781,0.00807,0.0143,0.0167,0.0298,0.0212,0.0101,0.00768,0.00464,0.00265,0.00182,0.000694,0.000303,0.00014,8.19e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Intra,108.76,108.76,40.82,37.5,239.59,100.8121,0.0,0.0,-90.0
6640,6640,2016,3,3,20,21,8,100.8121,-20.31,-69.0,4.5,T01A,-20.272933959960938,-70.1223373413086,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,339,2,1.38,sIV,A,Soil,Intra,154.67,154.67,117.3,124.7,271.81,100.8121,0.0,0.0,-90.0
6643,6643,2016,2,25,15,35,7,86.2,-23.09,-69.01,5.3,A24F,-23.610292434692383,-70.2623519897461,0.00876,0.00876,0.00898,0.00938,0.0129,0.016,0.0232,0.0304,0.0257,0.0175,0.0186,0.0175,0.012,0.00697,0.00352,0.00103,0.000609,0.00025,0.000138,8.7e-05,3.54e-05,-12300.0,-12345,-12345,-12345.0,sVI,A,Soil,Intra,164.77,167.19,127.79,121.37,245.53,107.8,159.0,34.0,-124.0
6644,6644,2016,2,25,15,35,7,86.2,-23.09,-69.01,5.3,A20F,-22.45373916625977,-68.91006469726562,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,111.81,129.2,71.22,28.88,8.31,107.8,159.0,34.0,-124.0
6645,6645,2016,2,18,9,18,42,99.0696,-20.32,-69.2,4.5,T13A,-20.496309280395508,-69.33746337890625,0.02,0.02,0.0228,0.0269,0.0451,0.0615,0.0494,0.0278,0.0185,0.00873,0.00557,0.00248,0.00165,0.000959,0.000721,0.000277,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Intra,101.99,101.99,24.23,15.27,216.29,99.0696,0.0,0.0,-90.0
6646,6646,2016,2,18,9,18,42,99.0696,-20.32,-69.2,4.5,T01A,-20.27290153503418,-70.12232971191406,0.011,0.0109,0.0122,0.0198,0.0284,0.0299,0.0251,0.0196,0.0147,0.0122,0.00812,0.00326,0.00201,0.0012,0.000425,0.000168,9.09e-05,3.48e-05,1.97e-05,1.22e-05,-12300.0,-12300.0,339,2,1.38,sIV,A,Soil,Intra,138.29,138.29,96.48,102.48,272.94,99.0696,0.0,0.0,-90.0
6647,6647,2016,2,18,9,18,42,99.0696,-20.32,-69.2,4.5,T07A,-20.256237030029297,-69.78597259521484,0.0133,0.0132,0.014,0.0157,0.0296,0.0479,0.0264,0.02,0.0135,0.0147,0.0123,0.00638,0.00324,0.000858,0.000506,0.000213,0.000109,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,116.67,116.67,61.61,65.11,276.48,99.0696,0.0,0.0,-90.0
6648,6648,2016,2,18,9,18,42,99.0696,-20.32,-69.2,4.5,T11A,-19.31241035461425,-69.42727661132812,0.0103,0.0103,0.0105,0.0107,0.0165,0.0227,0.0395,0.0171,0.0256,0.0284,0.0129,0.0069,0.00671,0.00493,0.0044,0.00102,0.000347,0.00013,6.84e-05,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sV,B,Soil,Intra,151.07,151.07,114.06,25.25,347.91,99.0696,0.0,0.0,-90.0
6651,6651,2016,1,19,11,39,40,88.6772,-22.96,-69.0,5.1,A20F,-22.45372200012207,-68.91007995605469,0.0108,0.0108,0.0119,0.0141,0.0241,0.0404,0.0402,0.0192,0.0124,0.00806,0.00686,0.00492,0.0029,0.00167,0.00075,0.000238,0.000124,5.43e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,105.32,105.32,56.82,9.99,9.37,88.6772,0.0,0.0,-90.0
6652,6652,2016,1,17,15,28,40,94.6737,-21.32,-68.94,5.0,T01A,-20.272926330566406,-70.12228393554688,0.00588,0.0059,0.00676,0.00783,0.0128,0.0177,0.017,0.0143,0.0139,0.00903,0.00839,0.00699,0.00589,0.00168,0.000668,0.000263,0.000142,4.73e-05,-12300.0,-12300.0,-12300.0,-12300.0,339,2,1.38,sIV,A,Soil,Intra,193.78,232.6,191.31,155.81,313.07,132.3,311.0,56.0,-112.0
6653,6653,2016,1,17,15,28,40,94.6737,-21.32,-68.94,5.0,T07A,-20.256242752075195,-69.78597259521484,0.00818,0.00818,0.00847,0.00955,0.0145,0.0181,0.0224,0.022,0.0156,0.0106,0.00947,0.00687,0.007,0.00235,0.000931,0.000299,0.000181,7.12e-05,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,174.9,213.47,167.53,118.44,323.06,132.3,311.0,56.0,-112.0
6654,6654,2016,1,17,15,28,40,94.6737,-21.32,-68.94,5.0,T13A,-20.496341705322266,-69.33748626708984,0.00723,0.00723,0.00768,0.00969,0.0164,0.0195,0.0221,0.0201,0.0105,0.00702,0.00499,0.00329,0.00346,0.0012,0.000613,0.000232,0.000119,4.92e-05,-12300.0,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Intra,137.8,177.25,117.96,68.61,335.54,132.3,311.0,56.0,-112.0
6657,6657,2016,1,6,12,41,8,39.1535,-21.6,-70.33,4.5,A11F,-21.42489051818848,-70.05680847167969,0.0492,0.0491,0.0542,0.0771,0.151,0.132,0.13,0.0305,0.0152,0.0107,0.00892,0.00569,0.00388,0.00157,0.000718,0.000303,0.000165,7.29e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Inter,52.06,52.06,34.31,30.35,55.64,39.1535,0.0,0.0,105.0
6659,6659,2016,11,23,17,36,16,107.0909,-22.18,-68.68,4.6,A20F,-22.45371627807617,-68.91006469726562,0.0242,0.0241,0.0242,0.0255,0.036,0.0529,0.0844,0.0695,0.0393,0.0203,0.0163,0.0124,0.00608,0.00251,0.00123,0.000619,0.000297,0.000101,5.67e-05,3.52e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,113.79,113.79,38.48,25.56,217.98,107.0909,0.0,0.0,-90.0
6660,6660,2016,11,23,17,36,16,107.0909,-22.18,-68.68,4.6,A23F,-22.336902618408203,-68.6505355834961,0.00876,0.00876,0.0103,0.00929,0.0106,0.0115,0.0217,0.0301,0.0315,0.028,0.0216,0.0129,0.00749,0.00297,0.00209,0.000513,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,B,Soil,Intra,108.53,108.53,17.64,3.27,170.09,107.0909,0.0,0.0,-90.0
6664,6664,2016,12,25,14,22,23,38.2,-43.44,-73.94,7.6,L10R,-40.069522857666016,-72.8729019165039,0.0115,0.0115,0.0115,0.0115,0.0117,0.0121,0.0128,0.0144,0.0224,0.0192,0.0284,0.0305,0.0279,0.0393,0.0258,0.0303,0.0136,0.00538,0.00352,0.00188,0.000901,0.000648,384,3,0.66,-12345,-12345,-12345,Inter,386.61,329.97,325.78,207.68,13.69,6.478,4.0,19.0,96.0
6666,6666,2016,12,25,14,22,23,38.2,-43.44,-73.94,7.6,L07R,-40.12797164916992,-72.39350891113281,0.0051,0.0051,0.00514,0.00513,0.00534,0.00552,0.006,0.00639,0.00796,0.00923,0.0114,0.012,0.0106,0.0144,0.0114,0.0091,0.00507,0.00321,0.00191,0.00158,0.000691,0.000763,229,2,1.02,-12345,-12345,-12345,Inter,391.53,334.29,330.16,261.32,19.78,6.478,4.0,19.0,96.0
6668,6668,2016,12,25,14,22,23,38.2,-43.44,-73.94,7.6,A06Y,-47.25307846069336,-72.57176971435547,0.00731,0.00731,0.00733,0.00733,0.00734,0.00734,0.00745,0.00775,0.00809,0.00875,0.00944,0.011,0.0135,0.0269,0.0321,0.0167,0.00597,0.00265,0.00208,0.0022,0.000803,0.00063,261,2,0.82,-12345,-12345,-12345,Inter,438.78,356.77,352.89,317.07,166.28,6.478,4.0,19.0,96.0
6670,6670,2016,12,25,14,22,23,38.2,-43.44,-73.94,7.6,A07Y,-43.77333068847656,-72.9551773071289,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,226,3,0.33,-12345,-12345,-12345,Inter,95.67,83.15,64.54,237.81,115.31,6.478,4.0,19.0,96.0
6672,6672,2016,12,25,14,22,23,38.2,-43.44,-73.94,7.6,A01Y,-44.72768020629883,-72.68306732177734,0.0344,0.0344,0.0347,0.0352,0.0369,0.0432,0.0701,0.0947,0.087,0.0949,0.0787,0.0878,0.0637,0.0515,0.0642,0.0422,0.0802,0.0195,0.0102,0.00471,0.00219,0.00132,248,3,0.52,-12345,-12345,-12345,Inter,179.06,118.84,106.65,278.01,145.31,6.478,4.0,19.0,96.0
6673,6673,2016,12,25,14,22,23,38.2,-43.44,-73.94,7.6,L06R,-40.293212890625,-73.08438873291016,0.00779,0.00779,0.00785,0.0079,0.00861,0.0144,0.0103,0.00871,0.00906,0.0111,0.0116,0.0151,0.0182,0.0273,0.0165,0.0182,0.0142,0.0074,0.0046,0.00233,0.000986,0.000786,448,1,0.62,-12345,-12345,-12345,Inter,358.7,302.64,298.07,186.66,11.78,6.478,4.0,19.0,96.0
6676,6676,2016,12,25,14,22,23,38.2,-43.44,-73.94,7.6,L09L,-41.865211486816406,-73.82611846923828,0.0435,0.0435,0.0442,0.0451,0.0533,0.0866,0.145,0.0828,0.0804,0.0699,0.0931,0.082,0.0732,0.047,0.0537,0.0357,0.0395,0.0297,0.0156,0.0077,0.0034,0.00195,182,2,2.85,-12345,-12345,-12345,Inter,179.3,125.03,118.25,121.27,3.09,6.478,4.0,19.0,96.0
6677,6677,2016,12,25,14,22,23,38.2,-43.44,-73.94,7.6,L05L,-41.15366744995117,-73.41743469238281,0.0618,0.0618,0.0619,0.0625,0.0644,0.0697,0.0794,0.0953,0.115,0.13,0.16,0.184,0.216,0.147,0.0677,0.0655,0.0291,0.0256,0.0237,0.00859,0.00327,0.00205,255,2,1.41,-12345,-12345,-12345,Inter,260.41,205.94,199.55,158.93,9.81,6.478,4.0,19.0,96.0
6678,6678,2016,11,9,11,4,10,22.2898,-36.55,-73.52,4.5,B02I,-36.78273391723633,-73.1020278930664,0.0149,0.0149,0.0149,0.0152,0.0168,0.0285,0.0357,0.0456,0.0558,0.0297,0.0171,0.0165,0.00917,0.0036,0.0012,0.000469,0.000255,0.000103,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,A,Soil,Inter,50.6,50.6,45.42,46.44,124.78,22.2898,0.0,0.0,105.0
6681,6681,2016,11,9,11,4,10,22.2898,-36.55,-73.52,4.5,B05I,-36.54790878295898,-72.93600463867188,0.006,0.006,0.00604,0.00613,0.00649,0.00847,0.0114,0.0231,0.0199,0.0122,0.00974,0.0052,0.00581,0.00155,0.0007,0.000212,0.000118,4.75e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sVI,C,Rock,Inter,56.84,56.84,52.29,64.89,89.92,22.2898,0.0,0.0,105.0
6682,6682,2016,11,8,7,8,1,30.4076,-36.67,-73.56,5.1,B02I,-36.782752990722656,-73.1020278930664,0.0253,0.0253,0.0256,0.0269,0.0307,0.0435,0.0598,0.0746,0.0474,0.0421,0.0338,0.0337,0.039,0.0186,0.00626,0.00194,0.000967,0.00039,0.000218,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,A,Soil,Inter,52.49,52.49,42.78,50.89,107.14,30.4076,0.0,0.0,105.0
6683,6683,2016,11,8,7,8,1,30.4076,-36.67,-73.56,5.1,B05I,-36.54792022705078,-72.93598175048828,0.00702,0.00702,0.00708,0.0072,0.00747,0.0085,0.00871,0.0143,0.0159,0.0195,0.0155,0.023,0.0304,0.0101,0.00468,0.00183,0.000801,0.000313,0.000144,9.41e-05,4e-05,-12300.0,-12345,-12345,-12345.0,sVI,C,Rock,Inter,65.0,65.0,57.45,69.33,76.55,30.4076,0.0,0.0,105.0
6688,6688,2016,11,8,5,44,43,7.4686,-36.7,-73.63,4.9,B05I,-36.54792785644531,-72.93599700927734,0.0108,0.0108,0.0109,0.011,0.0114,0.0121,0.0179,0.0363,0.0295,0.0237,0.0236,0.0259,0.0311,0.0126,0.00475,0.00122,0.000701,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sVI,C,Rock,Crustal,64.76,64.76,64.33,77.11,75.0,7.4686,0.0,0.0,-400.0
6689,6689,2016,11,8,5,44,43,7.4686,-36.7,-73.63,4.9,B02I,-36.78276062011719,-73.1020278930664,0.0136,0.0136,0.0135,0.014,0.0167,0.0224,0.0455,0.0468,0.0393,0.0259,0.0174,0.0135,0.0139,0.0109,0.00315,0.00113,0.000579,0.000216,0.000109,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,A,Soil,Crustal,48.62,48.62,48.04,58.66,101.18,7.4686,0.0,0.0,-400.0
6690,6690,2016,11,8,5,16,18,16.8282,-36.66,-73.49,4.6,B02I,-36.782745361328125,-73.10202026367188,0.0157,0.0157,0.0156,0.016,0.0213,0.0307,0.0362,0.0395,0.0526,0.0357,0.0245,0.0214,0.0184,0.00848,0.00257,0.000911,0.000492,0.000192,0.000101,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,A,Soil,Inter,40.87,40.87,37.24,43.11,111.57,16.8282,0.0,0.0,105.0
6692,6692,2016,11,8,5,16,18,16.8282,-36.66,-73.49,4.6,B05I,-36.54790115356445,-72.93598175048828,0.00646,0.00646,0.0065,0.00667,0.00707,0.00832,0.0102,0.018,0.0208,0.0134,0.0177,0.0188,0.0189,0.00474,0.00181,0.000706,0.000327,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sVI,C,Rock,Inter,53.8,53.8,51.11,61.56,76.08,16.8282,0.0,0.0,105.0
6698,6698,2016,11,8,4,55,43,20.0,-36.59,-73.44,5.9,B05I,-36.54790496826172,-72.93598937988281,0.0508,0.0508,0.0512,0.0514,0.053,0.0565,0.068,0.123,0.115,0.12,0.104,0.12,0.183,0.0539,0.0242,0.00968,0.00692,0.00274,0.00135,0.000937,-12300.0,-12300.0,-12345,-12345,-12345.0,sVI,C,Rock,Inter,49.57,66.83,62.95,91.44,84.24,17.551470480114737,8.0,17.0,95.0
6700,6700,2016,11,8,4,55,43,20.0,-36.59,-73.44,5.9,B16I,-36.80172348022461,-72.0289535522461,0.00991,0.00991,0.00996,0.01,0.0101,0.0113,0.0168,0.0175,0.0143,0.018,0.0246,0.0217,0.0155,0.0224,0.0149,0.0121,0.0061,0.00295,0.00168,0.000735,-12300.0,-12300.0,-12345,-12345,-12345.0,sV,A,Soil,Inter,129.82,146.24,144.51,195.16,100.98,17.551470480114737,8.0,17.0,95.0
6702,6702,2016,11,8,4,55,43,20.0,-36.59,-73.44,5.9,B02I,-36.78276062011719,-73.10203552246094,0.0908,0.0908,0.0938,0.0923,0.11,0.165,0.184,0.202,0.251,0.209,0.167,0.179,0.142,0.142,0.0623,0.0201,0.00816,0.00355,0.00199,0.00117,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,A,Soil,Inter,42.07,53.94,49.05,76.8,125.41,17.551470480114737,8.0,17.0,95.0
