,Unnamed: 0,year,month,days,hour,minute,second,depth,latitude,longitude,magnitude,station,station_latitude,station_longitude,pga,sa0.01,sa0.02,sa0.03,sa0.05,sa0.07,sa0.1,sa0.15,sa0.2,sa0.25,sa0.3,sa0.4,sa0.5,sa0.75,sa1,sa1.5,sa2,sa3,sa4,sa5,sa7.5,sa10,Vs30,HVSRamp,fpeak,T*,P*,Rock/Soil,event_type,HypDist,RupDist,JBDist,XDist,Azimuth,RupDepth,Strike,Dip,Rake
89,89,2019,4,19,21,37,41,93.5019,-20.33,-69.12,5.0,T20A,-19.92441368103028,-69.51190185546875,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,517,2,6.50,-12345,-12345,-12345,Intra,111.53,111.53,60.79,43.54,317.55,93.5019,0.0,0.0,-90.0
90,90,2019,4,19,21,37,41,93.5019,-20.33,-69.12,5.0,T07A,-20.25624656677246,-69.78597259521484,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,116.83,116.83,70.04,74.0,276.58,93.5019,0.0,0.0,-90.0
91,91,2019,4,19,21,37,41,93.5019,-20.33,-69.12,5.0,T13A,-20.496318817138672,-69.33746337890625,0.0468,0.0467,0.0496,0.0548,0.0813,0.134,0.148,0.113,0.0639,0.0407,0.0264,0.0154,0.00867,0.00446,0.00238,0.000797,0.000427,0.000177,-12300.0,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Intra,97.96,97.96,29.23,24.16,230.91,93.5019,0.0,0.0,-90.0
92,92,2019,4,19,21,37,41,93.5019,-20.33,-69.12,5.0,T12A,-20.07063865661621,-69.21720123291016,0.0127,0.0126,0.0161,0.0194,0.021,0.0383,0.0452,0.029,0.0282,0.0212,0.0154,0.0101,0.0052,0.00195,0.00116,0.000428,0.000211,8.11e-05,4.62e-05,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIII,A,Soil,Intra,98.34,98.34,30.46,10.8,340.5,93.5019,0.0,0.0,-90.0
93,93,2019,4,19,21,37,41,93.5019,-20.33,-69.12,5.0,T19A,-20.287334442138672,-70.10456848144531,0.00757,0.00757,0.00779,0.0083,0.0096,0.0114,0.0174,0.0289,0.0277,0.0179,0.0157,0.0103,0.00689,0.00394,0.00237,0.000524,0.000248,0.000109,5.7e-05,3.76e-05,-12300.0,-12300.0,822,0,-,-12345,-12345,-12345,Intra,139.06,139.06,102.94,109.4,272.46,93.5019,0.0,0.0,-90.0
94,94,2019,4,19,21,37,41,93.5019,-20.33,-69.12,5.0,A16P,-19.16003799438477,-70.17967224121094,0.00619,0.00619,0.00619,0.00663,0.0107,0.0122,0.0214,0.0154,0.0163,0.00633,0.00432,0.00353,0.0026,0.000863,0.000353,0.000131,8.17e-05,3.51e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,194.56,194.56,170.62,117.74,319.2,93.5019,0.0,0.0,-90.0
96,96,2019,4,21,10,0,11,79.3,-35.77,-71.79,5.2,M15L,-35.33964157104492,-72.40223693847656,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,308,1,6.74,-12345,-12345,-12345,Intra,107.93,114.35,75.81,60.25,310.52,85.6,223.0,68.0,-34.0
97,97,2019,4,21,10,0,11,79.3,-35.77,-71.79,5.2,M08L,-35.9670295715332,-72.31009674072266,0.0112,0.0112,0.0138,0.0162,0.0241,0.0356,0.0389,0.0164,0.013,0.0115,0.0114,0.019,0.01,0.00276,0.00149,0.000523,0.000259,0.000118,6.39e-05,3.89e-05,-12300.0,-12300.0,425,2,2.14,-12345,-12345,-12345,Intra,94.72,95.49,42.33,50.01,244.89,85.6,223.0,68.0,-34.0
98,98,2019,4,21,10,0,11,79.3,-35.77,-71.79,5.2,M13L,-36.14253234863281,-71.82315826416016,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,309,2,1.75,sVI,C,Soil,Intra,89.48,91.22,31.53,4.09,184.13,85.6,223.0,68.0,-34.0
100,100,2019,4,21,10,0,11,79.3,-35.77,-71.79,5.2,M14L,-35.332759857177734,-72.42823028564453,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,257,1,1.83,-12345,-12345,-12345,Intra,109.5,115.76,77.93,63.14,309.79,85.6,223.0,68.0,-34.0
101,101,2019,4,21,10,0,11,79.3,-35.77,-71.79,5.2,M10L,-35.84297561645508,-72.63014221191406,0.0117,0.0117,0.0127,0.0143,0.0235,0.0359,0.0319,0.0131,0.00915,0.00801,0.00939,0.00615,0.00285,0.00167,0.000963,0.000366,0.000173,6.75e-05,4e-05,2.73e-05,-12300.0,-12300.0,402,0,-,-12345,-12345,-12345,Intra,110.09,110.32,69.59,85.57,263.67,85.6,223.0,68.0,-34.0
102,102,2019,4,21,10,0,11,79.3,-35.77,-71.79,5.2,M09L,-35.59083938598633,-72.28140258789062,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,400,2,2.56,sIII,C,Rock,Intra,93.07,98.35,48.43,46.82,293.93,85.6,223.0,68.0,-34.0
103,103,2019,4,21,10,0,11,79.3,-35.77,-71.79,5.2,M01L,-35.41507339477539,-71.66223907470703,0.0723,0.0724,0.0758,0.0843,0.117,0.239,0.223,0.133,0.171,0.139,0.0881,0.0348,0.0174,0.00768,0.00416,0.0019,0.000989,0.000386,0.000214,-12300.0,-12300.0,-12300.0,511,2,6.97,-12345,-12345,-12345,Intra,89.29,100.42,52.51,21.97,16.42,85.6,223.0,68.0,-34.0
104,104,2019,4,21,10,0,11,79.3,-35.77,-71.79,5.2,M02L,-34.99955368041992,-70.8115463256836,0.0132,0.0132,0.0134,0.0142,0.0196,0.032,0.0315,0.0227,0.0308,0.0306,0.0238,0.0152,0.016,0.00702,0.00299,0.00104,0.000501,0.000225,0.00012,7.52e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sIII,A,Soil,Intra,146.62,159.7,134.82,116.49,46.41,85.6,223.0,68.0,-34.0
105,105,2019,4,21,10,0,11,79.3,-35.77,-71.79,5.2,M03L,-34.975860595703125,-71.23117065429688,0.0286,0.0286,0.0295,0.0319,0.0554,0.0591,0.0408,0.0557,0.0857,0.0516,0.0369,0.0214,0.0137,0.00506,0.00291,0.000991,0.000505,0.00019,0.000103,6.6e-05,-12300.0,-12300.0,715,0,-,sIII,A,Soil,Intra,128.96,142.17,113.51,69.87,30.12,85.6,223.0,68.0,-34.0
108,108,2019,4,21,10,0,11,79.3,-35.77,-71.79,5.2,M05L,-34.99012756347656,-71.24334716796875,0.0271,0.0271,0.0277,0.0316,0.0534,0.073,0.0624,0.0528,0.0622,0.0629,0.0488,0.0206,0.0129,0.00583,0.00329,0.0012,0.00065,0.000254,0.000129,8.36e-05,3.72e-05,-12300.0,494,1,1.20,-12345,-12345,-12345,Intra,127.44,140.63,111.58,68.52,30.02,85.6,223.0,68.0,-34.0
109,109,2019,3,1,22,43,26,28.5,-30.57,-71.72,5.3,C24O,-29.95463752746582,-71.30148315429688,0.0117,0.0117,0.0119,0.0128,0.0168,0.0226,0.0321,0.0426,0.0408,0.0285,0.0161,0.0103,0.00904,0.00643,0.00614,0.00316,0.000891,0.000312,0.000148,-12300.0,-12300.0,-12300.0,433,3,0.77,-12345,-12345,-12345,Inter,84.19,98.94,92.87,59.83,30.66,34.1,356.0,29.0,86.0
110,110,2019,3,1,22,43,26,28.5,-30.57,-71.72,5.3,C11O,-30.69643783569336,-70.95891571044922,0.00514,0.00514,0.00565,0.00639,0.00997,0.0146,0.015,0.0129,0.0115,0.0104,0.0131,0.00847,0.00401,0.00235,0.00123,0.000465,0.000313,0.000145,7.19e-05,4.19e-05,-12300.0,-12300.0,626,1,3.87,sIII,B,Soil,Inter,79.58,91.2,84.59,97.9,101.07,34.1,356.0,29.0,86.0
111,111,2019,3,1,22,43,26,28.5,-30.57,-71.72,5.3,C18O,-30.277812957763672,-70.66920471191406,0.0052,0.00521,0.00558,0.00635,0.00679,0.00951,0.0118,0.0195,0.0174,0.00799,0.00525,0.00316,0.00177,0.00112,0.000573,0.000318,0.000117,6.41e-05,3.46e-05,2e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Inter,109.79,124.53,119.77,130.09,72.48,34.1,356.0,29.0,86.0
112,112,2019,3,1,22,43,26,28.5,-30.57,-71.72,5.3,C20O,-29.96816635131836,-71.33739471435547,0.00827,0.00827,0.00831,0.00922,0.0119,0.0155,0.0222,0.0203,0.0195,0.0281,0.0191,0.0098,0.00888,0.00911,0.0046,0.00114,0.000527,0.0002,0.000104,6.87e-05,2.63e-05,-12300.0,737,2,1.24,sV,C,Soil,Inter,81.36,95.99,89.72,55.84,28.99,34.1,356.0,29.0,86.0
113,113,2019,3,1,22,43,26,28.5,-30.57,-71.72,5.3,C26O,-30.25897026062012,-71.49041748046875,0.0124,0.0124,0.013,0.0145,0.0261,0.0261,0.0281,0.0337,0.0361,0.0325,0.0213,0.0226,0.0198,0.0127,0.00639,0.00192,0.000899,0.000329,0.000177,-12300.0,-12300.0,-12300.0,364,3,1.87,sIV,C,Soil,Inter,49.88,64.57,54.83,38.84,32.67,34.1,356.0,29.0,86.0
114,114,2019,3,1,22,43,26,28.5,-30.57,-71.72,5.3,C13O,-30.579330444335938,-71.49453735351562,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,505,3,1.75,sIV,B,Soil,Inter,35.79,48.18,34.04,38.38,92.8,34.1,356.0,29.0,86.0
115,115,2019,3,1,22,43,26,28.5,-30.57,-71.72,5.3,C16O,-29.87917900085449,-71.27141571044922,0.00623,0.00623,0.00634,0.0069,0.0102,0.0157,0.0144,0.0165,0.0137,0.00967,0.0111,0.00702,0.00676,0.0104,0.00265,0.000722,0.000361,0.000149,8.08e-05,-12300.0,-12300.0,-12300.0,281,3,1.30,-12345,-12345,-12345,Inter,92.42,107.04,101.47,63.18,29.53,34.1,356.0,29.0,86.0
116,116,2019,3,1,22,43,26,28.5,-30.57,-71.72,5.3,C08O,-31.18727302551269,-71.0008316040039,0.0104,0.0104,0.0106,0.0112,0.0133,0.0157,0.0275,0.0329,0.0333,0.0265,0.0155,0.0117,0.00537,0.00294,0.00174,0.000643,0.000329,0.000141,-12300.0,-12300.0,-12300.0,-12300.0,827,1,1.63,-12345,-12345,-12345,Inter,101.12,105.57,99.91,93.24,135.04,34.1,356.0,29.0,86.0
118,118,2019,3,1,22,43,26,28.5,-30.57,-71.72,5.3,C29O,-30.60112953186035,-71.2011947631836,0.0105,0.0105,0.0118,0.0143,0.0154,0.0211,0.025,0.0235,0.0224,0.0207,0.0122,0.0102,0.0092,0.00691,0.00589,0.00129,0.000626,0.000238,0.000115,-12300.0,-12300.0,-12300.0,799,1,1.10,-12345,-12345,-12345,Inter,57.45,70.31,61.48,70.98,94.1,34.1,356.0,29.0,86.0
119,119,2019,3,1,22,43,26,28.5,-30.57,-71.72,5.3,C01O,-29.87698173522949,-71.23789978027344,0.0046,0.0046,0.00468,0.0048,0.00572,0.0066,0.0105,0.0119,0.0196,0.0146,0.00988,0.00443,0.00302,0.00299,0.00242,0.000503,0.000263,9.53e-05,4.61e-05,2.92e-05,-12300.0,-12300.0,447,1,1.04,sVI,B,Rock,Inter,94.17,108.92,103.44,66.9,31.26,34.1,356.0,29.0,86.0
139,139,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C27O,-29.38411331176757,-70.74482727050781,0.0117,0.0117,0.0189,0.0347,0.0282,0.0332,0.0164,0.0142,0.0149,0.0115,0.00772,0.00524,0.00261,0.00115,0.00065,0.00045,0.000224,0.000114,7.87e-05,4.65e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sI,-,Rock,Intra,195.54,204.25,201.81,230.57,86.72,31.5,185.0,38.0,114.0
140,140,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,A05C,-27.361204147338867,-70.33992004394531,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,632,2,6.30,sIII,C,Soil,Intra,334.88,341.64,340.18,275.56,45.47,31.5,185.0,38.0,114.0
141,141,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C18O,-30.27778434753418,-70.66920471191406,0.0172,0.0171,0.0192,0.0215,0.0291,0.0333,0.0374,0.0419,0.0503,0.0356,0.0223,0.0103,0.00638,0.00393,0.00238,0.000933,0.000486,0.000236,0.000109,7.65e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,219.21,226.69,224.5,238.97,113.73,31.5,185.0,38.0,114.0
142,142,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C20O,-29.968162536621094,-71.33739471435547,0.0214,0.0214,0.0227,0.0282,0.0365,0.0482,0.0419,0.0404,0.0393,0.05,0.0399,0.0206,0.0224,0.00922,0.00627,0.00292,0.0015,0.000575,0.000261,0.000172,-12300.0,-12300.0,737,2,1.24,sV,C,Soil,Intra,146.95,155.38,152.15,164.73,111.14,31.5,185.0,38.0,114.0
143,143,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C16O,-29.87917900085449,-71.27142333984375,0.0203,0.0203,0.0217,0.03,0.0457,0.0446,0.0496,0.0679,0.0636,0.0413,0.0452,0.0198,0.0176,0.0104,0.00467,0.00199,0.00094,0.000422,0.000185,0.000139,-12300.0,-12300.0,281,3,1.30,-12345,-12345,-12345,Intra,149.9,158.52,155.36,172.06,106.73,31.5,185.0,38.0,114.0
144,144,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C29O,-30.60112571716309,-71.2011947631836,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,799,1,1.10,-12345,-12345,-12345,Intra,193.47,199.97,197.48,179.87,129.64,31.5,185.0,38.0,114.0
145,145,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,A28C,-27.466432571411133,-70.26539611816406,0.0129,0.0128,0.0138,0.0144,0.0184,0.0232,0.0419,0.033,0.0407,0.0225,0.0165,0.00649,0.00328,0.00143,0.000831,0.00049,0.000403,0.000209,0.0001,6.03e-05,-12300.0,-12300.0,522,2,6.90,sIII,B,Soil,Intra,331.96,338.88,337.41,283.84,47.79,31.5,185.0,38.0,114.0
146,146,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,A24C,-29.09848022460937,-70.4608154296875,0.0161,0.0161,0.0166,0.0175,0.026,0.0251,0.0267,0.0354,0.0514,0.0692,0.026,0.0114,0.00562,0.00194,0.0012,0.00055,0.000309,0.00014,6.78e-05,4.55e-05,2.47e-05,-12300.0,-12345,-12345,-12345.0,sIII,C,Soil,Intra,227.31,235.8,233.69,262.13,79.25,31.5,185.0,38.0,114.0
148,148,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C22O,-29.96550178527832,-71.35113525390625,0.0064,0.00638,0.00723,0.00994,0.0095,0.0121,0.0151,0.0123,0.0192,0.0155,0.0121,0.00747,0.00815,0.00266,0.00182,0.00131,0.000971,0.000435,0.000191,0.000116,-12300.0,-12300.0,1228,0,-,sI,-,Soil,Intra,145.61,154.05,150.8,163.21,111.22,31.5,185.0,38.0,114.0
149,149,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,A29C,-27.421764373779297,-70.25968933105469,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,622,3,3.80,-12345,-12345,-12345,Intra,335.78,342.65,341.2,284.48,47.24,31.5,185.0,38.0,114.0
150,150,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C19O,-30.093435287475582,-71.36896514892578,0.0124,0.0124,0.0149,0.0212,0.0286,0.0284,0.0226,0.0236,0.0293,0.0273,0.0143,0.00778,0.00632,0.00259,0.00186,0.00134,0.000926,0.000414,0.000178,0.00011,-12300.0,-12300.0,1106,0,-,sI,-,Rock,Intra,149.6,157.65,154.47,161.22,116.57,31.5,185.0,38.0,114.0
151,151,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C11O,-30.6964168548584,-70.95890808105469,0.0119,0.012,0.0129,0.0152,0.0272,0.029,0.0323,0.0335,0.0225,0.0242,0.022,0.00839,0.0102,0.00272,0.00185,0.000649,0.000403,0.000257,0.000136,0.000107,-12300.0,-12300.0,626,1,3.87,sIII,B,Soil,Intra,218.22,224.64,222.42,206.79,127.98,31.5,185.0,38.0,114.0
152,152,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C14O,-30.123104095458984,-70.49061584472656,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,C,Soil,Intra,229.56,237.29,235.19,258.82,108.11,31.5,185.0,38.0,114.0
153,153,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C17O,-29.90437889099121,-71.23796081542969,0.0183,0.0183,0.0187,0.0192,0.0218,0.0238,0.0307,0.0491,0.0561,0.0453,0.019,0.0118,0.00997,0.00356,0.00246,0.00188,0.000925,0.000387,0.00017,9.52e-05,-12300.0,-12300.0,529,0,-,-12345,-12345,-12345,Intra,153.77,162.3,159.21,175.78,107.41,31.5,185.0,38.0,114.0
154,154,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C06O,-29.917888641357425,-71.20087432861328,0.00577,0.00578,0.00614,0.00708,0.0106,0.0137,0.0156,0.012,0.0159,0.0155,0.0148,0.00756,0.00628,0.00198,0.00123,0.000924,0.000521,0.00024,0.000148,8.13e-05,3.62e-05,-12300.0,-12345,-12345,-12345.0,sI,-,Rock,Intra,157.61,166.08,163.06,179.9,107.55,31.5,185.0,38.0,114.0
155,155,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C09O,-29.51056671142578,-71.20016479492188,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,754,1,6.21,sII,B,Rock,Intra,151.02,160.18,157.05,179.98,90.83,31.5,185.0,38.0,114.0
156,156,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C23O,-31.78378677368164,-70.96980285644531,0.00994,0.00996,0.011,0.0132,0.0207,0.0277,0.0356,0.02,0.0149,0.00942,0.00869,0.00376,0.00272,0.000871,0.000541,0.000312,0.000191,7.7e-05,4.18e-05,2.56e-05,-12300.0,-12300.0,751,3,2.10,-12345,-12345,-12345,Intra,305.68,309.81,308.2,205.58,146.47,31.5,185.0,38.0,114.0
157,157,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C28O,-29.29058074951172,-71.3076171875,0.0136,0.0137,0.0145,0.0171,0.0261,0.0291,0.03,0.0312,0.0448,0.0394,0.0159,0.011,0.00596,0.00193,0.00105,0.000573,0.000415,0.000218,0.00012,0.000101,3.36e-05,-12300.0,-12345,-12345,-12345.0,sIII,C,Soil,Intra,142.71,152.09,148.79,168.04,80.94,31.5,185.0,38.0,114.0
158,158,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,A19C,-27.830381393432617,-70.1080093383789,0.00617,0.00617,0.00683,0.00719,0.0112,0.0129,0.0152,0.0149,0.0194,0.0129,0.00953,0.0056,0.00542,0.00172,0.000584,0.000354,0.000174,8.88e-05,5.31e-05,4.08e-05,-12300.0,-12300.0,507,3,2.50,sIV,A,Soil,Intra,318.04,325.43,323.9,301.33,55.02,31.5,185.0,38.0,114.0
159,159,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,A22C,-28.754892349243164,-70.48556518554688,0.0184,0.0184,0.0193,0.0218,0.0327,0.0375,0.052,0.0531,0.034,0.0405,0.0264,0.0147,0.0104,0.00271,0.00132,0.000548,0.000377,0.0002,0.000108,6.29e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sIII,B,Soil,Intra,235.81,244.14,242.09,259.38,70.01,31.5,185.0,38.0,114.0
161,161,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,A25C,-28.95536422729492,-70.89571380615234,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,A,Soil,Intra,190.71,199.42,196.92,213.81,71.94,31.5,185.0,38.0,114.0
162,162,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C08O,-31.18722152709961,-71.00082397460938,0.0157,0.0157,0.0161,0.0172,0.022,0.0317,0.0441,0.0632,0.0416,0.0184,0.0119,0.0066,0.00282,0.00164,0.00112,0.000784,0.000561,0.000226,0.00015,8.08e-05,2.84e-05,-12300.0,827,1,1.63,-12345,-12345,-12345,Intra,251.98,257.2,255.26,202.13,138.48,31.5,185.0,38.0,114.0
163,163,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C26O,-30.25897026062012,-71.49042510986328,0.013,0.013,0.0134,0.0185,0.0276,0.0257,0.0259,0.0292,0.0326,0.033,0.0249,0.0119,0.0121,0.00305,0.00264,0.00173,0.000956,0.000445,0.000205,0.000123,-12300.0,-12300.0,364,3,1.87,sIV,C,Soil,Intra,148.69,156.14,152.93,147.73,124.97,31.5,185.0,38.0,114.0
164,164,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C01O,-29.87697982788086,-71.23790740966797,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,447,1,1.04,sVI,B,Rock,Intra,152.93,161.53,158.43,175.79,106.31,31.5,185.0,38.0,114.0
165,165,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C24O,-29.954635620117188,-71.30149841308594,0.0292,0.0292,0.0302,0.0319,0.0554,0.0652,0.0763,0.0899,0.103,0.0619,0.0339,0.0364,0.0227,0.0079,0.00624,0.00491,0.00273,0.00081,0.000404,0.000217,8.25e-05,-12300.0,433,3,0.77,-12345,-12345,-12345,Intra,149.68,158.12,154.95,168.72,110.14,31.5,185.0,38.0,114.0
166,166,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,A07C,-27.37407493591309,-70.31778717041016,0.00873,0.00854,0.0142,0.0101,0.0132,0.0163,0.0258,0.0303,0.0193,0.0186,0.0182,0.00887,0.00708,0.00136,0.00088,0.000345,0.000203,0.000123,8.13e-05,5.03e-05,-12300.0,-12300.0,441,3,2.51,-12345,-12345,-12345,Intra,335.4,342.19,340.73,278.02,45.91,31.5,185.0,38.0,114.0
168,168,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C10O,-30.23391532897949,-71.08161163330078,0.00897,0.00894,0.0131,0.0186,0.0217,0.0159,0.0206,0.0206,0.0307,0.0182,0.0116,0.00373,0.00255,0.000939,0.000629,0.000518,0.00036,0.000176,0.000113,7.75e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,A,Rock,Intra,181.18,188.78,186.13,193.15,117.19,31.5,185.0,38.0,114.0
169,169,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,A23C,-28.97295570373535,-70.2157211303711,0.0123,0.0123,0.0145,0.0238,0.0461,0.0352,0.027,0.0206,0.0151,0.0103,0.00949,0.00798,0.00364,0.00112,0.000533,0.000398,0.00026,8.81e-05,5.43e-05,3.76e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,B,Soil,Intra,253.64,261.96,260.06,289.36,77.28,31.5,185.0,38.0,114.0
171,171,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,A27C,-27.367122650146484,-70.33071899414062,0.0113,0.0113,0.0118,0.0122,0.0157,0.0201,0.0313,0.0231,0.0342,0.0242,0.0155,0.00796,0.0081,0.00236,0.00124,0.000321,0.00022,0.000126,6.89e-05,4.5e-05,-12300.0,-12300.0,473,2,6.70,sVI,B,Soil,Intra,335.05,341.82,340.37,276.58,45.66,31.5,185.0,38.0,114.0
172,172,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C33O,-29.91073036193848,-71.25084686279297,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,587,1,3.20,sIII,B,Rock,Intra,152.79,161.31,158.2,174.35,107.79,31.5,185.0,38.0,114.0
173,173,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C13O,-30.579317092895508,-71.49454498291016,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,505,3,1.75,sIV,B,Soil,Intra,170.88,177.15,174.33,147.27,134.97,31.5,185.0,38.0,114.0
175,175,2019,3,7,15,34,30,15.0,-29.5,-72.75,5.7,C32O,-30.85488510131836,-70.70735931396484,0.00784,0.00783,0.00944,0.0141,0.0221,0.0297,0.0253,0.0141,0.00917,0.00638,0.00375,0.00246,0.00192,0.000808,0.000778,0.000513,0.000248,0.000134,8.96e-05,5.63e-05,1.9e-05,-12300.0,578,1,6.51,-12345,-12345,-12345,Intra,247.96,254.19,252.23,234.74,127.87,31.5,185.0,38.0,114.0
